category,company,description,title,review,stars,clean,sentiment,sentiment_score,topic
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Average experience ,Far too many e mail reminders about the event leading up to it.....remember we used to buy a paper ticket and retain it until entry.....that was it in the good old days.....easy to obtain the dcticket in my wallet though.....we simply do not need multiple reminders sent to us..,3,far too many e mail reminders about the event leading up to it remember we used to buy a paper ticket and retain it until entry that was it in the good old days easy to obtain the dcticket in my wallet though we simply do not need multiple reminders sent to us,NEGATIVE,0.994858980178833,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Allow VPN support for security,Impossible to use Ticketmaster with a VPN connection. I always use a VPN when connecting through any public wifi (such as most concert/other event venues) for security.Seems crazy that Ticketmaster force me to be unsecure and disconnect the VPN just to get their app working to show my tickets to the door staff to get in.,3,impossible to use ticketmaster with a vpn connection i always use a vpn when connecting through any public wifi such as most concert other event venues for security seems crazy that ticketmaster force me to be unsecure and disconnect the vpn just to get their app working to show my tickets to the door staff to get in,NEGATIVE,0.9992774128913879,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Ticketmaster App does not work at the venue!?,"The Ticketmaster App works at all times except at the venue. We had to go to the ticket office to have ticket printed, though this is not very good. I wonder why!Despite the above, the Les Mis Show was brilliant and top class for Les Mis fans like us !!",3,the ticketmaster app works at all times except at the venue we had to go to the ticket office to have ticket printed though this is not very good i wonder why despite the above the les mis show was brilliant and top class for les mis fans like us,NEGATIVE,0.9969106316566467,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Drenched at London NY Day ParadeThe worry associated with not getting…,"The worry associated with not getting access to my tickets until the last minute was unnecessary.  Althing the heavy rain was unavoidable, the front row seating in the VIP grandstands was miserable.  The covering did not cover Row 1 completely so we were literally drenched 1/2 way through the parade.In my seat (Row 1, Seat 18) the runoff   from the water hitting pooling on the tent covering pored directly into my seat.  I missed portions of parade trying to divert it with my umbrella.  By parades end, 3 layers of clothing were drenched.  The parade officials said they would contact TicketMasters UK about refunding the price of the 2 tickets. ",3,the worry associated with not getting access to my tickets until the last minute was unnecessary althing the heavy rain was unavoidable the front row seating in the vip grandstands was miserable the covering did not cover row completely so we were literally drenched way through the parade in my seat row seat the runoff from the water hitting pooling on the tent covering pored directly into my seat i missed portions of parade trying to divert it with my umbrella by parades end layers of clothing were drenched the parade officials said they would contact ticketmasters uk about refunding the price of the tickets,NEGATIVE,0.9994841814041138,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.", Ticket scanning difficulties,"Despite adding my ticket to my wallet as advised, staff at the Arena were unable to scan despite repeated attempts. Luckily a very kind member of staff told me that they sometimes had issues with ticketmaster tickets and allowed me to enter. ",3,despite adding my ticket to my wallet as advised staff at the arena were unable to scan despite repeated attempts luckily a very kind member of staff told me that they sometimes had issues with ticketmaster tickets and allowed me to enter,NEGATIVE,0.9561331868171692,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",New App,"Not sure about the new app- could have more info like floorplans, venue opening times & facilities. Booking fees are a con ",3,not sure about the new app could have more info like floorplans venue opening times facilities booking fees are a con,NEGATIVE,0.999491810798645,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Bought front row tickets but were…,"Bought front row tickets but were facing a big part of the stage that wasn’t being used so had to sit twisted. The view I would say was partial from where we were. Also a really large lady sat next to me and took up half my seat. She should have paid for two seats as she clearly needed it. It was so uncomfortable and I don’t like other people touching me or sharing my space. I have a bad back anyway so this really wasn’t ideal sitting in this position and made worse by the lady next to me, couldn’t even get my arms in by my side.The show was and sounded fantastic for the bit I could see though and would highly recommend. I would love to see it properly though with a better view. I bought the tickets over a year in advance too thinking our seats would be amazing but was very disappointed.",3,bought front row tickets but were facing a big part of the stage that wasn t being used so had to sit twisted the view i would say was partial from where we were also a really large lady sat next to me and took up half my seat she should have paid for two seats as she clearly needed it it was so uncomfortable and i don t like other people touching me or sharing my space i have a bad back anyway so this really wasn t ideal sitting in this position and made worse by the lady next to me couldn t even get my arms in by my side the show was and sounded fantastic for the bit i could see though and would highly recommend i would love to see it properly though with a better view i bought the tickets over a year in advance too thinking our seats would be amazing but was very disappointed,NEGATIVE,0.997812032699585,0
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",The ice skating is well organised and…,"Ice skating at Battersea power station: The ice skating is well organised and easy to navigate, the reason I have only given it 3 stars is because the girls and boys serving you your ice skating boots can not bring themselves to look at you or acknowledge you.  My 12 year old son mentioned to me that he had noticed it because it made him feel uncomfortable.  When I made a point of saying ""thank you"" to the girl bringing back my daughter's shoes but she just looked at me like I had 2 heads!! Politeness is free and it makes for a more pleasant experience all round.  When you receive good customer service you remember the experience and you feel really good about spending the money. Perhaps as a matter of course, whilst in training, this could be pointed out to the people serving the public.  I had driven from Norfolk to experience the ice skating at Battersea so perhaps it's a location thing but I STRONGLY don't think so as manners are global.",3,ice skating at battersea power station the ice skating is well organised and easy to navigate the reason i have only given it stars is because the girls and boys serving you your ice skating boots can not bring themselves to look at you or acknowledge you my year old son mentioned to me that he had noticed it because it made him feel uncomfortable when i made a point of saying thank you to the girl bringing back my daughter s shoes but she just looked at me like i had heads politeness is free and it makes for a more pleasant experience all round when you receive good customer service you remember the experience and you feel really good about spending the money perhaps as a matter of course whilst in training this could be pointed out to the people serving the public i had driven from norfolk to experience the ice skating at battersea so perhaps it s a location thing but i strongly don t think so as manners are global,POSITIVE,0.9609505534172058,-1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Scanner changes ,"Complaint about utilita arena, they changed their scanners recently and are not compatible with ticketmaster bar codes Total shambles ",3,complaint about utilita arena they changed their scanners recently and are not compatible with ticketmaster bar codes total shambles,NEGATIVE,0.9997571110725403,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Disappointed,"Disappointed, as when booked tickets 11month ago we were lead to believe there was only one show at Manchester and BOTH Alfie Boe and Michael Ball would be performing on that day (29th Dec) Although the cast was good we wanted to see Alfie Boe as well and that was the reason for booking (like many others we spoke to)I also wish the venue could manage to install some type of handrail or hand post as it is very steep and dangerous. ( I did actually fall on these stairs yesterday)",3,disappointed as when booked tickets month ago we were lead to believe there was only one show at manchester and both alfie boe and michael ball would be performing on that day th dec although the cast was good we wanted to see alfie boe as well and that was the reason for booking like many others we spoke to i also wish the venue could manage to install some type of handrail or hand post as it is very steep and dangerous i did actually fall on these stairs yesterday,NEGATIVE,0.9995773434638977,0
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Painful website lately !,"Website forever asking to create a new password , often unable to gain access. Tried to transfer tickets to my Husband for safety on his phone but he couldn't access his account either !! Lots of people in the ticket resolution queue , luckily our tickets worked on my phone !",3,website forever asking to create a new password often unable to gain access tried to transfer tickets to my husband for safety on his phone but he couldn t access his account either lots of people in the ticket resolution queue luckily our tickets worked on my phone,NEGATIVE,0.9979950189590454,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Frustrating experience,"Frustrating experience. Numerous e-mails to advise that we should download our tickets to our Google Wallet (or similar), only to find the venue couldn't scan them this way and we had to log into the Ticketmaster app.We weren't alone in this issue, a lot of people ended up in the same boat.",3,frustrating experience numerous e mails to advise that we should download our tickets to our google wallet or similar only to find the venue couldn t scan them this way and we had to log into the ticketmaster app we weren t alone in this issue a lot of people ended up in the same boat,NEGATIVE,0.9994004964828491,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Christmas rocks night 2 ,"Christmas rocks night 2 had a good line up of bands and the bands themselves performed brilliantly,  but unfortunately the sound quality of the whole gig was very poor. The music was much louder than the vocals making it very hard to hear the singer, and at times there was high pitched interference. It was a great shame and we hope the sound issue will be rectified for future performances. ",3,christmas rocks night had a good line up of bands and the bands themselves performed brilliantly but unfortunately the sound quality of the whole gig was very poor the music was much louder than the vocals making it very hard to hear the singer and at times there was high pitched interference it was a great shame and we hope the sound issue will be rectified for future performances,NEGATIVE,0.9984478950500488,0
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Great show shabby arena location,Great showThe arena is dated poor sound qualityAccess for disabled was nil the 1 lift was broken we were told its only 14 steps to the floor we wantedThe staff were unhelpful and unfriendly unsure if they understood English when asked a question sent us to the wrong seats we had to move when the owners arrived1 set of toilets causing a massive queueLet out down a long ramp onto the carpark in use to get to the main entrance very dangerous,3,great showthe arena is dated poor sound qualityaccess for disabled was nil the lift was broken we were told its only steps to the floor we wantedthe staff were unhelpful and unfriendly unsure if they understood english when asked a question sent us to the wrong seats we had to move when the owners arrived set of toilets causing a massive queuelet out down a long ramp onto the carpark in use to get to the main entrance very dangerous,NEGATIVE,0.9997829794883728,0
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",The seats in block 301 were too…,"The seats in block 301 were too squashed together couldn’t be comfortable also no leg room spoiled the experience, also only booked to see Michael ball and Alfie boe and assumed they would singing we were at evening of 4th January Newcastle and they’d been on matinee ",3,the seats in block were too squashed together couldn t be comfortable also no leg room spoiled the experience also only booked to see michael ball and alfie boe and assumed they would singing we were at evening of th january newcastle and they d been on matinee,NEGATIVE,0.9986745119094849,0
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.","Disappointing, smutty jokes and bad language …","We have seen Jack on previous occasions and found him hilarious.  This time, however, we were not impressed with his smutty jokes, frequent use of the F word and even the C word.  This was not funny nor necessary and felt he had let himself down.  The addition of his parents with their cringe worthy behaviour was in very poor taste. Very disappointed.",2,we have seen jack on previous occasions and found him hilarious this time however we were not impressed with his smutty jokes frequent use of the f word and even the c word this was not funny nor necessary and felt he had let himself down the addition of his parents with their cringe worthy behaviour was in very poor taste very disappointed,NEGATIVE,0.9996198415756226,0
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",It was not organized in a safe way,It was not organized in a safe way. The event was beautiful but very dangerous because of the gates at the entrance. People started queuing at 5 pm and they weren’t allowed to go in until 8 pm. When they opened the gates everybody Just started running and pushing and it was very dangerous. Never again ,2,it was not organized in a safe way the event was beautiful but very dangerous because of the gates at the entrance people started queuing at pm and they weren t allowed to go in until pm when they opened the gates everybody just started running and pushing and it was very dangerous never again,NEGATIVE,0.9818035364151001,0
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",This event was the hugest…,"This event was the hugest disappointment . We live in Amersham, I have seen Les mis 13 times with all key leads and the 25th arena tour in London. I have never seen Michael Ball and Alfie Boe together performing in Les Mis so it was so excited to book this arena tour , sadly the nearest venue for us was Manchester! We decided to do it and complete my dream cast. At huge cost we booked a special night including hotel and the so called champagne experience! This was our experience ….Half a champagne glass of Lanson on entry to a very low key electric lounge…The plate of nibbles was hugely generous for meat eaters.The vegetarian option a sad production of humus, cous cous , stale bread, cold burnt sweet potato and very strange smelling stuffed vine leaves shocking value! To finish our experience off neither  Michael or Alfie were appearing on this production ( this was my entire and only reason for booking ) how can this be managed better to avoid disappointment in the future and a total expenditure of £500 ?",2,this event was the hugest disappointment we live in amersham i have seen les mis times with all key leads and the th arena tour in london i have never seen michael ball and alfie boe together performing in les mis so it was so excited to book this arena tour sadly the nearest venue for us was manchester we decided to do it and complete my dream cast at huge cost we booked a special night including hotel and the so called champagne experience this was our experience half a champagne glass of lanson on entry to a very low key electric lounge the plate of nibbles was hugely generous for meat eaters the vegetarian option a sad production of humus cous cous stale bread cold burnt sweet potato and very strange smelling stuffed vine leaves shocking value to finish our experience off neither michael or alfie were appearing on this production this was my entire and only reason for booking how can this be managed better to avoid disappointment in the future and a total expenditure of,NEGATIVE,0.9991414546966553,0
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Incomplete event info,Ticketmaster only stated 11.30 on their page/tickets for this event. No mention that this was doors open time and that the show would be starting later so we had to stand outside in the freezing wind waiting for the doors to open and then wait inside for an hour and a half before the show began (well actually 2 hours because it started late but that was the venues fault). Very poor communication from ticketmaster,2,ticketmaster only stated on their page tickets for this event no mention that this was doors open time and that the show would be starting later so we had to stand outside in the freezing wind waiting for the doors to open and then wait inside for an hour and a half before the show began well actually hours because it started late but that was the venues fault very poor communication from ticketmaster,NEGATIVE,0.9995514750480652,0
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.","Buying tickets easy, no after sale support ",Buying the tickets was easy and straightforward but day before the event no digital tickets they were supposed to be available 5 days before the event in the venue App so contacted ticket master for help with this and this is where we was let down couldn’t speak to a real person just a online chat which ended up stating you have to take it up with o2 venue and the chat was ended by ticket master without any help. Customer service is awful ,2,buying the tickets was easy and straightforward but day before the event no digital tickets they were supposed to be available days before the event in the venue app so contacted ticket master for help with this and this is where we was let down couldn t speak to a real person just a online chat which ended up stating you have to take it up with o venue and the chat was ended by ticket master without any help customer service is awful,NEGATIVE,0.9996269941329956,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Won’t be rushing back,Finding our seats was not easy. Distinct lack of signpostingWaited for 25 minutes in long queues for food and drinks. Prices were very high There was no notification and we were completely unaware there was entertainment on stage before the show started and we missed it allAnd finally car parking charges are ridiculously expensive at £12Not surprised there were so many empty seats. A very expensive family night out. Won’t be rushing back,2,finding our seats was not easy distinct lack of signpostingwaited for minutes in long queues for food and drinks prices were very high there was no notification and we were completely unaware there was entertainment on stage before the show started and we missed it alland finally car parking charges are ridiculously expensive at not surprised there were so many empty seats a very expensive family night out won t be rushing back,NEGATIVE,0.9983307719230652,0
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Overcrowded and Stressful Skating Experience,"I was really looking forward to enjoying a fun ice skating experience at Glide, but unfortunately, it fell short of expectations. The biggest issue was the overcrowding. There were far too many people crammed into a relatively small rink, making it feel chaotic and unsafe.It was hard to skate properly without bumping into others, and the lack of space made it more stressful than enjoyable. For beginners or anyone hoping for a relaxed experience, this is definitely not ideal. It felt more like a free-for-all than a controlled or well-organized event.I’d suggest the organizers limit the number of people on the ice at any given time for everyone’s safety and enjoyment. As it stands, I wouldn’t recommend it unless you’re very confident on the ice and okay with navigating through crowds.",2,i was really looking forward to enjoying a fun ice skating experience at glide but unfortunately it fell short of expectations the biggest issue was the overcrowding there were far too many people crammed into a relatively small rink making it feel chaotic and unsafe it was hard to skate properly without bumping into others and the lack of space made it more stressful than enjoyable for beginners or anyone hoping for a relaxed experience this is definitely not ideal it felt more like a free for all than a controlled or well organized event i d suggest the organizers limit the number of people on the ice at any given time for everyone s safety and enjoyment as it stands i wouldn t recommend it unless you re very confident on the ice and okay with navigating through crowds,NEGATIVE,0.9995808005332947,-1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",We spent more than we have ever spent…,"We spent more than we have ever spent on tickets before to see Alfie Boe and Michael Ball and have waited since June for this special day, only to find that neither did the show, both having their understudies carrying out the duty. We would not have booked had we have known. We are very disappointed and feel we were mislead at the point of sale.",2,we spent more than we have ever spent on tickets before to see alfie boe and michael ball and have waited since june for this special day only to find that neither did the show both having their understudies carrying out the duty we would not have booked had we have known we are very disappointed and feel we were mislead at the point of sale,NEGATIVE,0.9983077049255371,0
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",The timings were not well advised,The timings were not well advised. This appeared advertised as a show starting at 1130 not 1300. However even the show itself delayed by 30 mins both on the evening show and the morning show. The show ended at 4pm. If the timings were better advised we could have better planned (only by chance did I find timings on the Hydro website) ,2,the timings were not well advised this appeared advertised as a show starting at not however even the show itself delayed by mins both on the evening show and the morning show the show ended at pm if the timings were better advised we could have better planned only by chance did i find timings on the hydro website,NEGATIVE,0.9993890523910522,0
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Stupidly I booked the incorrect date…,"Stupidly I booked the incorrect date for this event for my granddaughter. When I contacted you to ask if you would be willing to change the date your answer was no as it was my error, surely you could have showed some compassion and offer me a better solution. I had to rebook costing me another £43",2,stupidly i booked the incorrect date for this event for my granddaughter when i contacted you to ask if you would be willing to change the date your answer was no as it was my error surely you could have showed some compassion and offer me a better solution i had to rebook costing me another,NEGATIVE,0.9996732473373413,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Over 20% add on charges,"Was faced with an enforced password change whilst walking to the venue - most stressful.Also disappointed that we could see three top class bands for a £35 ticket (thanks to Paul Heaton), yet were faced with additional charges in excess of 20%.",2,was faced with an enforced password change whilst walking to the venue most stressful also disappointed that we could see three top class bands for a ticket thanks to paul heaton yet were faced with additional charges in excess of,NEGATIVE,0.9992631077766418,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Not great!,"I received an email 24 hours prior to the show explaining that I needed to download the tickets which I did, only to be told at the arena doors that the format isn't supported any longer by that particular arena, as Ticketmaster has ceased to deal with them due to a new arena being built in the same city that Ticketmaster now deal with! This was both embarrassing & extremely stressful as I had my 78 year old father with me too, who was worried we wouldn't get to see the show! Luckily, the arena staff were incredibly efficient & professional and our issue was sorted by them! Unlike Ticketmaster who are happy to sell the tickets & take the money but then send incorrect information leaving the consumer looking stupid! Not great at all! ",2,i received an email hours prior to the show explaining that i needed to download the tickets which i did only to be told at the arena doors that the format isn t supported any longer by that particular arena as ticketmaster has ceased to deal with them due to a new arena being built in the same city that ticketmaster now deal with this was both embarrassing extremely stressful as i had my year old father with me too who was worried we wouldn t get to see the show luckily the arena staff were incredibly efficient professional and our issue was sorted by them unlike ticketmaster who are happy to sell the tickets take the money but then send incorrect information leaving the consumer looking stupid not great at all,NEGATIVE,0.999234676361084,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Unclear where to access tickets..,"I only went to access my tickets on the day of the concert. This proved stressful as they couldn't be accessed.After trying to contact customer services, I end up with a bot talk.This fortunately led me to a solution of downloading the O2 Venue app where I could access my tickets but none of this was clear and straight forward.It should be more clear that if I buy my tickets with Ticketmaster, I should therefore be able to access them through the same medium",2,i only went to access my tickets on the day of the concert this proved stressful as they couldn t be accessed after trying to contact customer services i end up with a bot talk this fortunately led me to a solution of downloading the o venue app where i could access my tickets but none of this was clear and straight forward it should be more clear that if i buy my tickets with ticketmaster i should therefore be able to access them through the same medium,NEGATIVE,0.999369204044342,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",The insurance you offer is a nothing short of a scam!,The insurance you offer is a scam!My wife and I both caught Flu and had to miss the concert. The way the claim system is set up is impossible! it demands medical documentation... proof of not being able to work... and!! and!! and!! it's a nightmare web interface... total garbage and taking out insurance is a waste of my money it's clearly designed to make claiming as hard as possible! Anyone thinking of getting tickets insured? forget it! Just an awful experience made as difficult as possible from start to finish!,2,the insurance you offer is a scam my wife and i both caught flu and had to miss the concert the way the claim system is set up is impossible it demands medical documentation proof of not being able to work and and and it s a nightmare web interface total garbage and taking out insurance is a waste of my money it s clearly designed to make claiming as hard as possible anyone thinking of getting tickets insured forget it just an awful experience made as difficult as possible from start to finish,NEGATIVE,0.9998001456260681,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",We didn’t really enjoyed the show,"We didn’t really enjoyed the show. It was too short to start with. The show consisted in 2 parts of less then 1/2 hour each and sometimes laughs were pretty forced - not even a bit closed to the fun of the Netflix travelling series! (and that was one of the reasons we bought the tickets!)Also, the mother intervention in the show did not feel appropriate. It had nothing to do with the show! Disappointing. I’d not recommend it  ",2,we didn t really enjoyed the show it was too short to start with the show consisted in parts of less then hour each and sometimes laughs were pretty forced not even a bit closed to the fun of the netflix travelling series and that was one of the reasons we bought the tickets also the mother intervention in the show did not feel appropriate it had nothing to do with the show disappointing i d not recommend it,NEGATIVE,0.9990774393081665,-1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Very unhelpful venue staff refusing…,Very unhelpful venue staff refusing entry to show before start time with no reasonable explanation. Lack of staff at concession stands. Lack of stewards in car park. Venue poor but show was fantastic!!! After unnecessary arguments!,2,very unhelpful venue staff refusing entry to show before start time with no reasonable explanation lack of staff at concession stands lack of stewards in car park venue poor but show was fantastic after unnecessary arguments,POSITIVE,0.9881649017333984,0
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Over sold - sitting on the stairs ,"Easy to purchase tickets.  But, once inside the venue it became quite clearly apparent that they over sold the venue.  I reserved 4 none designated seats however, I ended up seating with half of butt cheek off the seat and my daughter having to sit on the stairs.  The stairs were crowded-with no concerns for from staff on health and safety.  Really disappointing! ",2,easy to purchase tickets but once inside the venue it became quite clearly apparent that they over sold the venue i reserved none designated seats however i ended up seating with half of butt cheek off the seat and my daughter having to sit on the stairs the stairs were crowded with no concerns for from staff on health and safety really disappointing,NEGATIVE,0.9983670115470886,0
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",O2 INSTITUTE Shambles of a Venue,"Sharon Shannon and Band performing songs of the Pogues were excellent, but how can a venue even claim to be a night time venue and then have all their draft beer taps turned off? It really destroyed the party atmosphere!!",2,sharon shannon and band performing songs of the pogues were excellent but how can a venue even claim to be a night time venue and then have all their draft beer taps turned off it really destroyed the party atmosphere,NEGATIVE,0.9997063279151917,0
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Why do Ticket master allow people to…,"Why do Ticket master allow people to sell tickets more than there face value?  You try your hardest to buy tickets then find out there all sold out... within a day or two loads come on as resale at a diabolical price !!!  Ticket Master shouldn't allow this, they should be sold at face value to stop people being ripped off. Absolutely disgusting 🤬",2,why do ticket master allow people to sell tickets more than there face value you try your hardest to buy tickets then find out there all sold out within a day or two loads come on as resale at a diabolical price ticket master shouldn t allow this they should be sold at face value to stop people being ripped off absolutely disgusting,NEGATIVE,0.9990559220314026,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Trying to get tickets for a major event…,Trying to get tickets for a major event is extremely difficult and stressful. The system needs to be overhauled. The farce of trying to purchase Paul McCartney tickets was reported in the Manchester Evening news. I ended up paying over the face value through Viagogo - isn’t it amazing how they have tickets for sale but Ticketmaster have sold out! My tickets were transferred from a Czech lady same for the two people sitting next to us in the arena. More needs to be done to protect genuine fans from being ripped off. Paul McCartney was FANTASTIC!,2,trying to get tickets for a major event is extremely difficult and stressful the system needs to be overhauled the farce of trying to purchase paul mccartney tickets was reported in the manchester evening news i ended up paying over the face value through viagogo isn t it amazing how they have tickets for sale but ticketmaster have sold out my tickets were transferred from a czech lady same for the two people sitting next to us in the arena more needs to be done to protect genuine fans from being ripped off paul mccartney was fantastic,NEGATIVE,0.9984208345413208,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Your T&C are unreasonable and not…,Your T&C are unreasonable and not family friendly.I wanted to change the date of this activity by 1 day the same time with no refund required however we lost our whole booking (6 children ice skating) because your policy would not allow a change. You make enough money off people without scrounging them out of hard earned cash when a situation presents and you are unable to be flexible. ,1,your t c are unreasonable and not family friendly i wanted to change the date of this activity by day the same time with no refund required however we lost our whole booking children ice skating because your policy would not allow a change you make enough money off people without scrounging them out of hard earned cash when a situation presents and you are unable to be flexible,NEGATIVE,0.9996882677078247,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Experience lately have been very poor.,Experience lately have been very poor.Between the handling charges and only been able to receive e-tickets rather than paper tickets.Add to this dynamic pricing which is just ridiculous.But most importantly is the constant excuses I have been given about receiving payment after I resold a ticket through their platform.The account was verified weeks ago. I was told to wait 10-12 days and now I'm being told it needs to be processed manually and to wait a further 21 days.I have lost all trust in this company.,1,experience lately have been very poor between the handling charges and only been able to receive e tickets rather than paper tickets add to this dynamic pricing which is just ridiculous but most importantly is the constant excuses i have been given about receiving payment after i resold a ticket through their platform the account was verified weeks ago i was told to wait days and now i m being told it needs to be processed manually and to wait a further days i have lost all trust in this company,NEGATIVE,0.9996019005775452,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Worst Show I’ve Ever Seen. ,"Unprofessional production, started 15 minutes late and was boring throughout. We left 40 minutes into act 1 because it was just that bad. The sound production was terrible, we were near the front and could hardly understand what they were singing/saying which really took us out. The script was incredibly unfunny, using crude words in the place of jokes is funny the first time but after a while you’re just beating a dead horse. We only paid £15 each because we were able to get discounted tickets, but even that feels like far too much. I would seek a refund if I couldn’t but as the event was not postponed or cancelled, it is not an option. Throughly disappointing evening and would definitely not recommended. If you wanted to go see a similar show I would recommend you go somewhere local or to an established theatre group where they value professionalism. ",1,unprofessional production started minutes late and was boring throughout we left minutes into act because it was just that bad the sound production was terrible we were near the front and could hardly understand what they were singing saying which really took us out the script was incredibly unfunny using crude words in the place of jokes is funny the first time but after a while you re just beating a dead horse we only paid each because we were able to get discounted tickets but even that feels like far too much i would seek a refund if i couldn t but as the event was not postponed or cancelled it is not an option throughly disappointing evening and would definitely not recommended if you wanted to go see a similar show i would recommend you go somewhere local or to an established theatre group where they value professionalism,NEGATIVE,0.9997342228889465,0
